resumption of the session	reanudación del período de sesiones
i can only say that i must discuss these matters with the national authorities and government of each country .	de todos modos -y no es que pretenda cubrirme , pero estoy obligado a hacer referencia siempre al reglamento general-
it is the responsibility of these authorities and governments to allocate the funds as objectively and fairly as possible .	es competencia suya hacer el reparto lo más objetiva y justamente posible .
i need to know about this allocation , however , and this is why i said that i could not	de todos modos , necesito saberlo , razón por la cual le he dicho que no podía responder hoy .
as i did not have an answer , i wrote to the minister for economic and financial affairs on 14	como no recibí la respuesta , el 14 de diciembre escribí al ministro de economía y hacienda .
i am about to lose patience at not having received an answer from him but i will send you this	así , que se acerca el momento en que voy a impacientarme por no haber recibido respuesta , que transmitiré
i regret that the commissioner has once again become involved in an imaginative and , in this case , passionate	lamento que el señor comisario se vea envuelto una vez más en una imaginativa , y en este caso apasionada
i would like to remind all of you that spain is about to hold elections , and in fact there	en españa -quiero recordárselo a todos ustedes- no es que estemos en período electoral , es que faltan veinticinco días
it should be of comfort to the commissioner that these elections will take place in 25 days time , since	es un consuelo para el señor comisario que dentro de veinticinco días se celebren estas elecciones , con lo que
i do believe it is important to say that andalusia is going to receive 50 % more within the community	sí considero importante decir que andalucía va a recibir un 50 % más en el marco comunitario y que españa
lastly i would like to ask the commissioner a specific question : do you consider it necessary to change the	por último , quisiera hacerle una pregunta concreta al señor comisario : ¿considera necesario un cambio en los reglamentos de
